"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","osd_id","phase_shift","tissue","light_regime","is_circadian"
"GO:0006396 (RNA processing)",0.806156243911942,0.871285563438042,0.20435762323264,0.826771789021374,4137,68,"AT3G27180;AT1G13030;AT3G43920;AT3G59040;AT4G37510;AT4G24770;AT2G04270;AT1G55140;AT2G29670;AT1G54770;AT1G03560;AT1G09700;AT3G53460;AT5G26880;AT3G17040;AT4G26600;AT5G36170;AT1G06710;AT3G21300;AT3G27970;AT4G38020;AT1G04530;AT5G13770;AT2G32630;AT5G30495;AT3G15080","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006397 (mRNA processing)",0.999793473771169,1,-0.127781433957368,-0.528139729248005,4840,74,"AT5G03560;AT2G45620;AT4G29820;AT2G16940;AT4G04885;AT3G54230;AT5G64390;AT3G19760;AT3G05680;AT5G01160;AT1G20960;AT5G23150","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006400 (tRNA modification)",0.512532070258536,0.657876985704986,0.293436748460058,0.959919899398423,2596,26,"AT3G63110;AT5G14460;AT5G54880;AT1G03110;AT4G36390;AT2G31580;AT5G20040;AT5G24840;AT3G56330;AT1G09290;AT2G27760;AT1G78010;AT1G48175;AT1G13870;AT2G32320;AT5G15810","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006402 (mRNA catabolic process)",0.7638805371818,0.843772630061364,-0.249918729903038,-0.799500342030425,3810,23,"AT5G13570;AT3G13300;AT1G77680;AT3G20800;AT5G35430;AT1G54490;AT3G13290;AT4G36090;AT3G03950;AT2G48080","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006406 (mRNA export from nucleus)",0.0761710794297352,0.179121053971487,-0.419083452113246,-1.38691855728149,373,27,"AT5G59950;AT5G37720;AT1G66260;AT4G32910;AT1G10390;AT3G06290;AT1G80680;AT3G54380;AT4G23910;AT3G14120;AT1G24706;AT2G19430;AT5G09860;AT5G05680;AT5G02530;AT5G45010;AT1G33410","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006412 (translation)",0.000187336080929187,0.00186712983065567,0.623792457265724,3.1122593812265,0,279,"AT3G25520;AT5G23740;AT3G44890;AT5G60670;AT4G31700;AT1G68590;AT5G39740;AT3G25920;AT4G17560;AT1G27400;AT2G24090;AT5G22440;AT5G07090;AT1G35680;AT2G39460;AT3G05560;AT1G32990;AT1G18540;AT5G16130;AT3G13120;AT5G13510;AT3G27830;AT5G54600;AT3G54210;AT1G48350;AT3G16780;AT1G64880;AT4G01310;AT5G47190;AT4G29410;AT1G48830;AT5G40950;AT3G55280;AT5G02870;AT3G15190;AT5G28060;AT2G20450;AT1G41880;AT3G28900;AT1G64510;AT1G78630;AT3G27160;AT2G33450;AT3G55750;AT4G15000;AT3G56340;AT1G70600;AT1G05190;AT2G27530;AT5G59850;AT3G10610;AT5G30510;AT3G09500;AT4G28360;AT5G02450;AT5G14320;AT5G02610;AT2G42710;AT3G60245;AT3G20230;AT4G36420;AT1G69620;AT1G08360;AT2G43030;AT2G37270;AT1G17560;AT4G27090;AT2G37190;AT1G57860;AT5G15520;AT4G31850;AT4G30800;AT3G48930;AT4G26230;AT5G10360;AT1G75350;AT5G64670;AT5G61170;AT3G49010;AT5G15220;AT2G34480;AT2G19730;AT5G67510;AT3G22230;AT5G20290;AT2G33800;AT3G02560;AT1G02780;AT2G18400;AT3G49910;AT3G05590;AT3G53430;AT4G37660;AT5G27850;AT1G26880;AT3G53890;AT2G32060;AT5G56710;AT5G53070;AT2G05220;AT5G47930;AT5G02960;AT3G04920;AT3G24830;AT2G39390;AT5G56670;AT3G62250;AT1G79850;AT1G77750;AT5G23535;AT1G23410;AT1G09690;AT3G06680;AT1G07320;AT3G11940;AT3G06040;AT3G47370;AT5G27330;AT3G27850;AT1G74060;AT3G14600;AT4G17390;AT2G32220;AT2G36170;AT5G09770;AT3G60770;AT4G10450;AT1G33140;AT5G27820;AT3G02080;AT3G11510;AT2G37600;AT4G39880;AT2G17360;AT1G74970;AT5G45590;AT3G16080;AT3G06700;AT4G13170;AT5G46430;AT4G14320;AT4G18100;AT3G09630;AT1G52300;AT1G15930;AT5G35530;AT5G15200;AT5G65220;AT5G58420;AT3G07110;AT2G19720;AT3G57290;AT2G18020;AT3G22300;AT1G29070;AT2G47110;AT1G31817;AT1G24240;AT3G55170;AT2G19740;AT1G67430;AT1G43170;AT3G53740;AT1G26910;AT5G09510;AT5G47320;AT1G47278;AT5G62300;AT4G34620","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006413 (translational initiation)",0.998440545808967,1,0.138194658376407,0.509890581320207,5121,43,"AT1G22780;AT5G35620;AT1G16720;AT1G29550;AT1G17220;AT3G57290;AT2G40290;AT4G18040;AT2G24050;AT5G25780;AT2G04520;AT5G05470;AT2G40780;AT4G20980","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006414 (translational elongation)",0.529668585036714,0.672701451882071,0.312031075442943,0.949377167093214,2668,20,"AT3G08740;AT5G12110;AT4G00810;AT4G25890;AT2G18110;AT5G47700;AT1G62750;AT5G19510;AT5G60390","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006417 (regulation of translation)",0.740769681578433,0.835099903202653,0.278989867056914,0.802785224315698,3791,16,"AT1G48630;AT5G18410;AT4G26650;AT5G55550;AT3G17040;AT3G16810;AT1G43190;AT3G07810","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006457 (protein folding)",0.0538282160901671,0.141766545991354,0.280428693704559,1.2830601194954,276,143,"AT3G62030;AT5G42980;AT1G55490;AT4G21870;AT5G16070;AT5G55220;AT2G44650;AT1G56340;AT2G28000;AT4G24190;AT5G20720;AT2G04030;AT5G13120;AT2G18390;AT1G61770;AT3G60210;AT3G23990;AT1G36390;AT1G11660;AT1G08450;AT2G30695;AT2G33210;AT3G03960;AT3G56070;AT4G34960;AT5G17710;AT2G07340;AT3G17830;AT4G39960;AT1G52260;AT2G15790;AT5G42020;AT4G38740;AT2G29960;AT1G23100;AT4G24280;AT3G16110;AT3G13860;AT2G30410;AT1G08780;AT5G18820;AT1G14980;AT2G22360;AT4G37910;AT1G80030;AT5G56000;AT4G34870;AT1G26230;AT3G07770;AT4G26780;AT1G01940;AT1G09210;AT3G55920;AT1G77510","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006465 (signal peptide processing)",0.385592379440365,0.561622492845118,0.347099091904875,1.05607414936316,1942,20,"AT3G24590;AT3G05230;AT3G15710;AT1G34640;AT4G04200;AT1G29960;AT1G53530;AT5G27430;AT2G22425;AT3G08980;AT2G39960;AT1G52600;AT1G73990","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006468 (protein phosphorylation)",0.0501822860819215,0.134431628109047,-0.23877482866847,-1.21358823496307,233,303,"AT5G58350;AT3G17410;AT5G02800;AT1G48490;AT3G63260;AT4G38470;AT3G20410;AT2G19130;AT4G24480;AT4G18950;AT1G34300;AT3G28690;AT5G44290;AT3G46930;AT1G72710;AT4G28350;AT3G08730;AT5G01810;AT1G53570;AT2G43790;AT3G08720;AT3G50500;AT1G14370;AT2G24360;AT4G19110;AT1G74360;AT5G41990;AT1G70530;AT2G30360;AT3G29160;AT1G10940;AT1G60940;AT5G66880;AT3G51550;AT3G61160;AT1G56140;AT2G30740;AT4G24100;AT3G04530;AT1G18160;AT2G39840;AT1G76360;AT4G36450;AT4G14780;AT5G57035;AT1G30640;AT5G18525;AT3G57770;AT5G18610;AT3G58640;AT5G57610;AT2G28960;AT2G02800;AT5G01950;AT1G22870;AT1G51860;AT3G24550;AT1G59580;AT3G46330;AT2G43930;AT2G33580;AT3G25070;AT1G06840;AT3G21630;AT2G39660;AT3G53030;AT1G56145;AT4G11570;AT1G07150;AT2G23200;AT4G39400;AT1G51790;AT5G47750;AT4G28980;AT5G37450;AT2G17290;AT5G35980;AT1G11050;AT4G08850;AT2G05940;AT5G66210;AT1G51890;AT2G45490;AT5G49780;AT1G55610;AT1G77280;AT1G69220;AT4G21230;AT2G32800","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006470 (protein dephosphorylation)",0.000204373594931535,0.00186712983065567,-0.572860798286404,-2.10162733651305,0,41,"AT3G55270;AT1G22280;AT5G46410;AT1G64040;AT4G26080;AT2G35680;AT3G09100;AT5G27840;AT3G58500;AT5G11860;AT3G25800;AT1G10430;AT2G39840;AT4G31750;AT1G25490;AT5G57050;AT5G27930;AT4G11240;AT1G17720;AT4G18140;AT3G16800;AT3G05580;AT2G29400","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006486 (protein glycosylation)",0.991665051366544,1,0.154278449111657,0.642445243014863,5115,80,"AT5G22940;AT4G38040;AT1G08280;AT1G08660;AT1G26810;AT2G20370;AT1G27120;AT1G11730;AT5G37000;AT1G76400;AT4G13990;AT5G19670;AT1G53290;AT5G43710;AT1G71990;AT2G35520;AT3G48820;AT2G25300;AT1G32930;AT3G45400","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006487 (protein N-linked glycosylation)",0.956487497538886,0.988481228668942,0.189861136136562,0.631841603178851,4857,28,"AT2G45790;AT1G76400;AT1G61790;AT2G35520;AT1G11755;AT5G14480;AT3G24090;AT5G02410;AT1G32210;AT5G38460;AT3G27540;AT2G40190","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006499 (N-terminal protein myristoylation)",0.0421526498874565,0.118027419684878,-0.393863716285522,-1.43469752040609,205,40,"AT1G67800;AT5G24430;AT5G21170;AT3G62290;AT1G12220;AT5G24270;AT4G39910;AT5G63020;AT4G20260;AT1G07110;AT4G33400;AT1G52320;AT4G23650;AT3G49370;AT3G19240;AT5G17060;AT5G39950;AT4G29040;AT1G12290","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006506 (GPI anchor biosynthetic process)",0.966492776886035,0.991190207300499,-0.184041461966204,-0.595746276131167,4816,24,"AT5G62130;AT3G01380;AT1G16040;AT3G45100;AT5G46850;AT1G48140;AT5G14850;AT3G57170;AT2G34980;AT1G20575;AT4G35530;AT5G22130;AT1G16560;AT2G22530;AT2G48030;AT1G53710;AT5G17250;AT1G61280;AT1G11880;AT1G74340;AT3G21530;AT3G58130;AT2G27340;AT4G17910","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006508 (proteolysis)",0.107720663526521,0.230775229334396,-0.285105818731739,-1.2330643515272,525,94,"AT1G11910;AT3G10450;AT4G01870;AT4G01610;AT5G60360;AT4G29210;AT5G58870;AT1G02305;AT5G04200;AT1G20160;AT3G47060;AT4G33090;AT2G26140;AT5G10540;AT1G79340;AT5G20520;AT4G04460;AT1G79320;AT4G30910;AT1G09730;AT2G22990;AT4G29490;AT1G02170;AT3G61540;AT1G56180;AT1G06430;AT5G24260","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006511 (ubiquitin-dependent protein catabolic process)",0.0002106149957877,0.00186712983065567,-0.48374009022562,-2.38180344872852,0,227,"AT5G66160;AT5G48655;AT5G03240;AT3G17000;AT1G12760;AT1G14400;AT1G64230;AT5G02880;AT5G41700;AT2G39940;AT4G33210;AT3G02340;AT4G03510;AT2G17200;AT3G61790;AT1G80570;AT5G53300;AT3G53970;AT5G57360;AT4G27470;AT4G12570;AT2G02760;AT2G22010;AT3G61180;AT5G25350;AT5G08139;AT4G21350;AT4G38600;AT2G18915;AT2G40930;AT1G05890;AT1G77000;AT3G58040;AT5G47430;AT5G01450;AT1G49850;AT5G45360;AT2G30110;AT5G43190;AT2G47970;AT3G18290;AT3G23280;AT1G19310;AT4G33160;AT1G68050;AT4G28270;AT1G76920;AT5G02310;AT2G40830;AT4G05050;AT5G05530;AT2G25490;AT3G22630;AT1G29150;AT2G42620;AT3G08690;AT5G01520;AT5G01980;AT3G58030;AT2G23780;AT4G23570;AT3G63000;AT1G17280;AT4G17410;AT1G55860;AT4G05460;AT3G50080;AT4G09560;AT4G25230;AT5G18650;AT1G71980;AT2G17190;AT1G47570;AT4G02890;AT2G31510;AT4G11260;AT1G75950;AT4G34370;AT3G17205;AT5G46210;AT4G30640;AT1G04810;AT5G23540;AT4G27880;AT2G01735;AT5G62540;AT4G02570;AT5G01720;AT1G70320;AT5G58290;AT1G74770;AT2G44410;AT4G15475;AT5G66140;AT5G20620;AT4G29040;AT3G61415;AT1G68070","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006520 (amino acid metabolic process)",0.408602150537634,0.581509443554742,-0.294901834650735,-1.03059993029862,1975,34,"AT5G18170;AT1G08630;AT1G35580;AT5G07440;AT2G38230;AT1G80360;AT1G51720","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006606 (protein import into nucleus)",0.00184729064039409,0.0104976807449517,-0.495894155682832,-1.83665223336034,8,43,"AT1G09270;AT4G16143;AT5G62600;AT2G16950;AT3G08947;AT5G53480;AT3G01340;AT3G06720;AT4G32910;AT5G19820;AT1G10390;AT1G14850;AT1G27310;AT3G08943;AT5G58590;AT1G02690;AT2G46520;AT2G41620;AT2G31660;AT3G59020","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006612 (protein targeting to membrane)",0.612047697368421,0.735539482228337,-0.26151813964453,-0.907652003650527,2976,33,"AT5G20350;AT3G11820;AT3G09320;AT3G52400;AT4G00840;AT3G09740;AT3G51390;AT3G48760;AT4G24630","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006623 (protein targeting to vacuole)",0.000205846027171676,0.00186712983065567,-0.60661818781652,-2.15133903341392,0,36,"AT4G20110;AT4G29380;AT2G14720;AT4G23700;AT1G09070;AT5G18525;AT2G26890;AT3G52850;AT4G35870;AT3G54300;AT2G14740;AT3G61710;AT1G48090;AT1G30900;AT3G53720;AT5G39510;AT2G34940","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006629 (lipid metabolic process)",0.00102585145670907,0.00642063476827054,-0.447782515817953,-1.78382952200888,4,61,"AT3G51730;AT1G11910;AT5G18630;AT2G30550;AT5G14180;AT3G02040;AT3G01420;AT1G71340;AT1G18460;AT5G58070;AT1G04010;AT3G22960;AT4G34920;AT1G76680;AT5G42870;AT1G06800;AT3G48080;AT5G24230;AT1G73920;AT2G26560;AT5G20520;AT5G18640;AT4G04460;AT5G01800","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006631 (fatty acid metabolic process)",0.647988505747126,0.761892735272989,-0.240631938696065,-0.891232902342627,3156,43,"AT2G01490;AT4G24230;AT1G73680;AT4G23850;AT3G15730;AT3G15290;AT3G12800;AT2G04350;AT5G27600;AT3G05970;AT3G02610","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006633 (fatty acid biosynthetic process)",0.000195236235845373,0.00186712983065567,0.608809308433809,2.44556246881393,0,66,"AT1G10670;AT1G66430;AT4G25050;AT3G11170;AT3G55360;AT1G19440;AT2G22230;AT2G26640;AT2G15090;AT5G46290;AT2G05990;AT5G10160;AT1G11600;AT2G30200;AT5G49460;AT2G16280;AT1G49430;AT4G30950;AT5G04530;AT5G16390;AT2G28630;AT4G14070;AT5G15530;AT2G26250;AT1G68530;AT1G54580;AT1G25450;AT1G24360;AT1G62640;AT2G44620;AT5G05580;AT5G43760;AT1G52670;AT1G74960;AT1G30120;AT1G65290","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006635 (fatty acid beta-oxidation)",0.000203086921202275,0.00186712983065567,-0.644158702570718,-2.20348844964528,0,31,"AT2G33150;AT2G42790;AT4G14430;AT3G06860;AT4G39850;AT5G65110;AT3G51840;AT1G65520;AT3G07560;AT1G76150;AT4G29010;AT3G05290;AT4G16760;AT3G58750;AT4G16210;AT1G79810","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006636 (unsaturated fatty acid biosynthetic process)",0.000390625,0.00312405940902345,0.690107276292346,2.02166925802192,1,17,"AT2G29980;AT2G31360;AT3G11170;AT3G15850;AT1G06350;AT1G06360;AT4G30950;AT1G06080;AT5G05580;AT1G74960;AT3G12120","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006744 (ubiquinone biosynthetic process)",0.918066366243343,0.956186768993932,-0.219969756906215,-0.646209381523122,4481,17,"AT4G39850;AT4G23660","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006749 (glutathione metabolic process)",0.00349938246191848,0.0171179425610565,-0.491727742974358,-1.74388620143588,16,36,"AT1G53580;AT2G29480;AT2G02930;AT1G17170;AT2G29420;AT5G62480;AT2G02390;AT2G47730;AT1G78340;AT2G29490;AT2G29450;AT1G02920","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006813 (potassium ion transport)",0.0755662457406294,0.179121053971487,-0.439716876011737,-1.40667245269823,376,23,"AT1G31120;AT2G35060;AT1G70300;AT2G26650;AT4G23640;AT5G09400","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006816 (calcium ion transport)",0.717099918765231,0.819153986900701,-0.246125015683359,-0.841925486782516,3530,31,"AT1G07810;AT5G48410;AT5G17850;AT4G03560;AT5G11210;AT2G24710;AT2G24720;AT5G48400;AT3G07520;AT5G01490;AT3G04110;AT4G32060;AT3G13320;AT1G10130;AT4G08230","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006817 (phosphate ion transport)",0.138021358049567,0.280705599817024,-0.422036622961322,-1.2997057849329,684,20,"AT5G43350;AT3G01970;AT2G33770;AT1G69480;AT1G76430;AT2G32295;AT2G03240;AT3G52190","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006833 (water transport)",0.14262916417315,0.286209189440787,0.40804172173958,1.28554702631848,714,23,"AT4G23400;AT2G39010;AT3G16240;AT2G16850;AT3G24715","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006869 (lipid transport)",0.0846790074832611,0.195313266302388,0.401959043424337,1.37016858950912,429,31,"AT2G38540;AT1G27950;AT3G51600;AT3G43720;AT2G13820;AT3G08770;AT2G15050;AT3G18280;AT5G64080;AT1G48750;AT5G01870;AT2G44300;AT3G20320;AT1G19800","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006874 (intracellular calcium ion homeostasis)",0.188151174668029,0.344276617477669,-0.350372892028011,-1.20922148117687,920,32,"AT1G07810;AT5G48410;AT3G51860;AT1G53210;AT5G23630;AT5G11210;AT2G24710;AT2G24720;AT5G48400;AT3G07520;AT5G01490;AT1G55730;AT3G12030;AT3G04110;AT1G07670;AT1G29020;AT3G13320;AT1G10130","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006879 (intracellular iron ion homeostasis)",0.631472899455974,0.746850069690563,-0.286387039698149,-0.881958749488915,3133,20,"AT5G67330;AT5G54680;AT4G22220;AT3G19860","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006886 (intracellular protein transport)",0.0329692973418504,0.0992375849989697,-0.279557121627598,-1.32341347450035,159,168,"AT4G14160;AT5G66160;AT3G51890;AT4G30600;AT3G11820;AT5G22770;AT3G62290;AT3G07100;AT5G45130;AT4G19640;AT5G42080;AT5G22780;AT3G52400;AT3G06540;AT1G16240;AT3G09030;AT1G23900;AT4G23460;AT4G02080;AT4G32640;AT2G38020;AT5G60460;AT5G11490;AT3G61450;AT1G18200;AT1G04830;AT3G08530;AT3G09740;AT4G24550;AT4G01810;AT3G56190;AT5G05760;AT4G11380;AT5G43670;AT1G48550;AT1G05520;AT2G46520;AT1G75850;AT1G22860;AT2G17790;AT3G11130;AT4G13730;AT5G46630;AT3G59020;AT5G17060;AT5G64813;AT2G42700;AT3G54860;AT5G51430;AT1G12360;AT3G27530;AT3G61480;AT1G31730","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006887 (exocytosis)",0.00328407224958949,0.0166247825246472,-0.480961233727136,-1.78134489782065,15,43,"AT5G61010;AT3G11820;AT5G58430;AT1G07000;AT1G18740;AT3G52400;AT3G46060;AT3G14090;AT5G05570;AT5G50380;AT3G10380","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006888 (endoplasmic reticulum to Golgi vesicle-mediated transport)",0.600247780301466,0.725600730404584,-0.221971068582232,-0.932621858756084,2906,80,"AT4G14160;AT2G01470;AT3G07100;AT3G03160;AT5G01430;AT4G02080;AT4G01810;AT5G58060;AT5G05760;AT5G12210;AT5G17190;AT3G63460;AT1G02130;AT3G52760;AT3G52190;AT2G42700;AT1G15880;AT3G27530;AT2G36300;AT3G03180;AT1G52360;AT3G13870;AT1G05785;AT1G30890;AT2G17980;AT3G12070;AT3G62560;AT3G61570;AT5G24350;AT1G21900;AT4G30260","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006890 (retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum)",0.69515557306026,0.800159952164965,0.250918811332844,0.855313692848771,3529,31,"AT2G35190;AT1G30630;AT1G79990;AT4G08520;AT3G15980","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006891 (intra-Golgi vesicle-mediated transport)",0.203189604252806,0.360525879049129,0.360720715050488,1.20044765103157,1031,28,"AT1G30630;AT1G79990;AT4G31490;AT4G08520;AT3G15980;AT1G31780;AT1G67930;AT3G29100;AT2G45200;AT3G18480;AT1G73430;AT5G54750;AT1G26670;AT2G34840;AT5G11980","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006893 (Golgi to plasma membrane transport)",0.0747491296334221,0.178567365235397,-0.499831836510507,-1.44610596997458,364,16,"AT1G59820;AT5G49830;AT5G05570;AT3G10380","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006896 (Golgi to vacuole transport)",0.788361979705943,0.86133196330849,-0.271292278357608,-0.767056444380157,3806,15,"AT1G10290;AT1G23900;AT3G52850;AT5G39510","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006897 (endocytosis)",0.00184729064039409,0.0104976807449517,-0.4961856749191,-1.83773193847528,8,43,"AT1G04440;AT1G72710;AT3G59290;AT1G20760;AT1G03900;AT2G43160;AT1G21630;AT4G28860;AT4G28880;AT2G26890;AT3G13670;AT3G08530;AT5G25250;AT1G60490;AT4G28540;AT3G11130;AT5G46630;AT4G16144;AT3G01780;AT5G13300","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006900 (vesicle budding from membrane)",0.0452240924761712,0.123548774818393,-0.495735697931591,-1.50575943898261,222,19,"AT2G01600;AT5G35200;AT4G25940;AT2G25430;AT4G40080;AT4G29160;AT5G10410;AT4G32285","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006906 (vesicle fusion)",0.338268099776922,0.516077516949485,-0.319441765587361,-1.0843650765325,1667,30,"AT3G11820;AT3G52400;AT1G16240;AT3G17440;AT3G61450;AT2G36900;AT3G09740;AT5G58060;AT5G05760","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006913 (nucleocytoplasmic transport)",0.452681714640712,0.62217897765687,-0.354283980571079,-1.001708607716,2185,15,"AT2G42810;AT4G13350;AT1G14850;AT1G27310;AT1G80680","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006914 (autophagy)",0.00160513643659711,0.00956724885971743,-0.580802604915475,-1.88007085658347,7,24,"AT3G49590;AT3G62770;AT4G21980;AT3G15580;AT5G54730;AT5G47480;AT2G31260;AT2G44140;AT4G30790;AT1G54710;AT5G45900;AT1G54210;AT5G66930;AT1G22860;AT4G36630","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006950 (response to stress)",0.479350729402096,0.639842880487941,-0.258901842766197,-0.981160521612469,2332,48,"AT4G25580;AT1G22770;AT5G59820;AT5G39580;AT5G64100;AT1G75490;AT1G17780;AT5G05410;AT3G11020;AT4G33420;AT3G46080;AT3G01190;AT5G17820;AT5G65300;AT5G52300;AT3G03670;AT5G13240;AT2G40340;AT5G52310;AT2G31130;AT5G44070;AT5G64120","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006952 (defense response)",0.191386554621849,0.348080682424027,-0.228595317408292,-1.11597945146494,910,212,"AT5G46760;AT5G40780;AT1G16130;AT2G01530;AT5G43580;AT2G39940;AT3G11820;AT5G58430;AT4G24230;AT4G26090;AT1G07310;AT5G64930;AT1G23120;AT1G66340;AT1G12220;AT5G48770;AT3G11340;AT1G27170;AT3G11840;AT2G47730;AT5G15130;AT3G16510;AT1G09070;AT1G70880;AT5G45250;AT3G16720;AT1G19610;AT1G16120;AT3G52450;AT3G57770;AT1G72900;AT5G13530;AT4G19520;AT5G23950;AT4G11650;AT1G27180;AT3G49120;AT3G25510;AT1G16110;AT4G23570;AT1G08370","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006955 (immune response)",0.659095518150477,0.771132686084143,-0.257579255124342,-0.87436891097356,3249,30,"AT5G61010;AT1G28380;AT5G60360;AT5G58430","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006970 (response to osmotic stress)",0.00020703933747412,0.00186712983065567,-0.431973487539611,-2.00201816082894,0,145,"AT3G20250;AT4G39090;AT1G15380;AT1G78290;AT1G27320;AT3G06190;AT4G08500;AT3G59770;AT4G28300;AT1G78080;AT3G56880;AT1G22190;AT2G30250;AT4G16830;AT3G62770;AT3G46930;AT5G49450;AT1G32230;AT3G08730;AT3G19420;AT5G53450;AT3G61890;AT2G43790;AT3G12630;AT3G50500;AT5G19000;AT3G56400;AT1G43700;AT4G04920;AT1G10940;AT1G60940;AT5G66880;AT2G38470;AT5G54110;AT3G21780;AT1G65690;AT1G16540;AT5G17850;AT5G57050;AT1G61340;AT1G20440;AT5G67030;AT1G29290;AT2G41010;AT5G41580;AT3G14440;AT3G05010;AT2G23030;AT5G03280;AT1G69310;AT1G58340;AT2G35510;AT2G47770;AT3G16690;AT2G22660;AT4G11230;AT4G21440;AT1G33270;AT1G20780;AT5G08560;AT3G56200;AT5G21010;AT3G45640;AT3G51960;AT2G18250;AT2G35300;AT5G52310;AT1G58200;AT1G05100;AT5G38710;AT5G53210;AT1G55960;AT5G15970;AT5G64750;AT2G37180;AT4G02590;AT3G03740;AT5G01270","OSD-321",-0.43,"whole_seedling","dark",FALSE
"GO:0006974 (DNA damage response)",0.997247886770199,1,0.14664220237308,0.561785072006065,5072,52,"AT1G10930;AT3G54650;AT3G50000;AT5G54770;AT5G45610;AT1G13220;AT4G02485;AT2G27470;AT3G24515;AT1G68790;AT5G44010;AT5G51795;AT1G77320;AT3G48190","OSD-321",-0.43,"whole_seedling","dark",FALSE
